,Unnamed: 0.1,Unnamed: 0,Event ID,Event Date,Event Type,Event Intensity,Quad Code,Contexts,Actor Name,Actor Country,Actor Title,Actor Name Raw,Recipient Name,Recipient Country,Recipient Title,Recipient Name Raw,Country,Raw Placename,Publication Date,Language,Version
3960,3960,3960,20240201-9871-29686Cbb26Dd_Protest,2024-02-01,Protest,-5.0,Material Conflict,,Delhi High Court,India,High Court,Delhi Court,Delhi Police,India,Law Enforcement Agency,Delhi Police,IND,"['[""[\'DL\']""]']",2024-02-01,English,Ngec_Coder-Vers001-B1-Run-001
3961,3961,3961,20240201-1785-80Fe6620143C_Protest,2024-02-01,Protest,-5.0,Material Conflict,,Delhi High Court,India,High Court,Delhi Court,Delhi Police,India,Law Enforcement Agency,Delhi Police,IND,"['[""[\'DL\']""]']",2024-02-01,English,Ngec_Coder-Vers001-B1-Run-001
3962,3962,3962,20240201-5444-400Aefb94Bdb_Accuse,2024-02-01,Accuse,-3.0,Verbal Conflict,Election,Aam Aadmi Party,India,Political Party,Aam Aadmi Party,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'DL\']""]']",2024-02-01,English,Ngec_Coder-Vers001-B1-Run-001
3963,3963,3963,20240201-5209-4602A37A2141_Accuse,2024-02-01,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi High Court,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,IND,"['[""[\'DL\']""]']",2024-02-01,English,Ngec_Coder-Vers001-B1-Run-001
3964,3964,3964,20240202-5584-D679C7Ab594D_Coerce_Arrest,2024-02-02,Coerce,-7.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'JH\']""]']",2024-02-02,English,Ngec_Coder-Vers001-B1-Run-001
3965,3965,3965,20240202-8302-D37Bdd505659_Accuse,2024-02-02,Accuse,-3.0,Verbal Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'JH\']""]']",2024-02-02,English,Ngec_Coder-Vers001-B1-Run-001
3966,3966,3966,20240202-1486-Efc675689F0C_Threaten,2024-02-02,Threaten,-3.5,Verbal Conflict,Election,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'DL\']""]']",2024-02-02,English,Ngec_Coder-Vers001-B1-Run-001
3967,3967,3967,20240202-2275-E619Ca915E2B_Accuse,2024-02-02,Accuse,-3.0,Verbal Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'JH\']""]']",2024-02-02,English,Ngec_Coder-Vers001-B1-Run-001
3968,3968,3968,20240202-3467-A2Deab58Dbfd_Accuse,2024-02-02,Accuse,-3.0,Verbal Conflict,,Himanta Biswa Sarma,India,Chief Minister,Himanta Biswa Sarma,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'AS\']""]']",2024-02-02,English,Ngec_Coder-Vers001-B1-Run-001
3969,3969,3969,20240202-9231-48F85Cb22815_Accuse,2024-02-02,Accuse,-3.0,Verbal Conflict,Election,Aam Aadmi Party,India,Political Party,Aam Aadmi Party,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'DL\']""]']",2024-02-02,English,Ngec_Coder-Vers001-B1-Run-001
3970,3970,3970,20240202-4126-D342F8995275_Accuse,2024-02-02,Accuse,-3.0,Verbal Conflict,,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'WB\']""]']",2024-02-02,English,Ngec_Coder-Vers001-B1-Run-001
3971,3971,3971,20240202-9761-6Ba384B1B24A_Protest,2024-02-02,Protest,-5.0,Material Conflict,,Congee,,Diet,Congress,Pinarayi Vijayan,India,Chief Minister,Pinarayi Vijayan Daughter,IND,"['[""[\'KL\']""]']",2024-02-02,English,Ngec_Coder-Vers001-B1-Run-001
3972,3972,3972,20240202-9078-9D7E73603F06_Accuse,2024-02-02,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi High Court,Jammu; Kashmir,India; Pakistan,Settlement; Disputed Region,Jammu; Kashmir,IND,"['[""[\'DL\']""]']",2024-02-02,English,Ngec_Coder-Vers001-B1-Run-001
3973,3973,3973,20240202-3676-E6F5357280C9_Accuse,2024-02-02,Accuse,-3.0,Verbal Conflict,Religion_Ethnicity,Jitan Ram Manjhi,India,Hindu Rebel Leader,Jitan Ram Manjhi,Nitish Kumar,India,Chief Minister,Nitish Kumar,IND,"['[""[\'BR\']""]']",2024-02-02,English,Ngec_Coder-Vers001-B1-Run-001
3974,3974,3974,20240202-3191-19F27E0A91C3_Protest_Demo,2024-02-02,Protest,-5.0,Material Conflict,Election,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,IND,"['[""[\'DL\']""]']",2024-02-02,English,Ngec_Coder-Vers001-B1-Run-001
3975,3975,3975,20240203-5390-837B87399350_Coerce,2024-02-03,Coerce,-7.0,Material Conflict,,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,IND,"['[""[\'DL\']""]']",2024-02-03,English,Ngec_Coder-Vers001-B1-Run-001
3976,3976,3976,20240205-8358-4300E19635Cf_Request,2024-02-05,Request,0.0,Verbal Conflict,Election | Illegal_Drugs,Sukhbir Singh Badal,India,Member Of Parliament,Sukhbir Singh Badal,Bhagwant Mann,India,Chief Minister,Bhagwant Mann,IND,"['[""[\'PB\']""]']",2024-02-05,English,Ngec_Coder-Vers001-B1-Run-001
3977,3977,3977,20240205-8358-4300E19635Cf_Accuse,2024-02-05,Accuse,-3.0,Verbal Conflict,Election | Illegal_Drugs,Sukhbir Singh Badal,India,Member Of Parliament,Sukhbir Singh Badal,Bhagwant Mann,India,Chief Minister,Bhagwant Mann,IND,"['[""[\'PB\']""]']",2024-02-05,English,Ngec_Coder-Vers001-B1-Run-001
3978,3978,3978,20240205-7982-60F7B110E068_Accuse,2024-02-05,Accuse,-3.0,Verbal Conflict,,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'DL\']""]']",2024-02-05,English,Ngec_Coder-Vers001-B1-Run-001
3979,3979,3979,20240205-7674-80B1Fe7679B4_Accuse,2024-02-05,Accuse,-3.0,Verbal Conflict,Health,Delhi High Court,India,High Court,Delhi High Court,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2024-02-05,English,Ngec_Coder-Vers001-B1-Run-001
3980,3980,3980,20240205-2236-8402Afeb95F5_Sanction,2024-02-05,Sanction,-6.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'TG\']""]']",2024-02-05,English,Ngec_Coder-Vers001-B1-Run-001
3981,3981,3981,20240205-2966-66E0Bd166119_Threaten,2024-02-05,Threaten,-3.5,Verbal Conflict,,Hemant Soren,,Chief Minister,Hemant Soren,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'MH\']""]']",2024-02-05,English,Ngec_Coder-Vers001-B1-Run-001
3982,3982,3982,20240205-2469-E8A55451Cdf1_Accuse,2024-02-05,Accuse,-3.0,Verbal Conflict,,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'DL\']""]']",2024-02-05,English,Ngec_Coder-Vers001-B1-Run-001
3983,3983,3983,20240205-7982-60F7B110E068_Request,2024-02-05,Request,0.0,Verbal Conflict,,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'DL\']""]']",2024-02-05,English,Ngec_Coder-Vers001-B1-Run-001
3984,3984,3984,20240205-0159-459759Ffcfcf_Accuse,2024-02-05,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi High Court,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2024-02-05,English,Ngec_Coder-Vers001-B1-Run-001
3985,3985,3985,20240205-1488-114D221Be3Fc_Request,2024-02-05,Request,0.0,Verbal Conflict,,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'DL\']""]']",2024-02-05,English,Ngec_Coder-Vers001-B1-Run-001
3986,3986,3986,20240205-1488-114D221Be3Fc_Accuse,2024-02-05,Accuse,-3.0,Verbal Conflict,,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'DL\']""]']",2024-02-05,English,Ngec_Coder-Vers001-B1-Run-001
3987,3987,3987,20240205-0834-Aebd953955E6_Accuse,2024-02-05,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2024-02-05,English,Ngec_Coder-Vers001-B1-Run-001
3988,3988,3988,20240205-6460-621C0Dd5Bb79_Accuse,2024-02-05,Accuse,-3.0,Verbal Conflict,,Supreme Court,,Court Supreme,Supreme Court,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2024-02-05,English,Ngec_Coder-Vers001-B1-Run-001
3989,3989,3989,20240206-0792-4F2Ae850E78E_Accuse,2024-02-06,Accuse,-3.0,Verbal Conflict,Election,Supreme Court,,Court Supreme,Supreme Court,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'CH\']""]']",2024-02-06,English,Ngec_Coder-Vers001-B1-Run-001
3990,3990,3990,20240206-0660-E57356Ae5D76_Accuse,2024-02-06,Accuse,-3.0,Verbal Conflict,Election | Illegal_Drugs,Sukhbir Singh Badal,India,Member Of Parliament,Sukhbir Singh Badal,Bhagwant Mann,India,Chief Minister,Bhagwant Mann,IND,"['[""[\'PB\']""]']",2024-02-06,English,Ngec_Coder-Vers001-B1-Run-001
3991,3991,3991,20240206-8790-9932Ac07B382_Mobilize,2024-02-06,Mobilize,-5.5,Material Conflict,Election,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'JH\']""]']",2024-02-06,English,Ngec_Coder-Vers001-B1-Run-001
3992,3992,3992,20240206-1275-Db739Bc4A48D_Accuse,2024-02-06,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi High Court,Government Of Delhi,India,Central Jail Authority,Delhi Government,IND,"['[""[\'DL\']""]']",2024-02-06,English,Ngec_Coder-Vers001-B1-Run-001
3993,3993,3993,20240206-0997-C810236E147A_Protest,2024-02-06,Protest,-5.0,Material Conflict,Election,Aam Aadmi Party,India,Political Party,Councillors From The Ruling Aam Aadmi Party,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'DL\']""]']",2024-02-06,English,Ngec_Coder-Vers001-B1-Run-001
3994,3994,3994,20240206-3042-9932Ac07B382_Mobilize,2024-02-06,Mobilize,-5.5,Material Conflict,Election,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'JH\']""]']",2024-02-06,English,Ngec_Coder-Vers001-B1-Run-001
3995,3995,3995,20240206-5457-B82216Bd1Ecb_Accuse,2024-02-06,Accuse,-3.0,Verbal Conflict,,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Congee,,Diet,Congress,IND,"['[""[\'RJ\']""]']",2024-02-06,English,Ngec_Coder-Vers001-B1-Run-001
3996,3996,3996,20240206-5637-A7Bb2A21B0A7_Accuse,2024-02-06,Accuse,-3.0,Verbal Conflict,,Jitan Ram Manjhi,India,Hindu Rebel Leader,Jitan Ram Manjhi,Nitish Kumar,India,Chief Minister,Nitish Kumar,IND,"['[""[\'BR\']""]']",2024-02-06,English,Ngec_Coder-Vers001-B1-Run-001
3997,3997,3997,20240206-0660-E57356Ae5D76_Request,2024-02-06,Request,0.0,Verbal Conflict,Election | Illegal_Drugs,Sukhbir Singh Badal,India,Member Of Parliament,Sukhbir Singh Badal,Bhagwant Mann,India,Chief Minister,Bhagwant Mann,IND,"['[""[\'PB\']""]']",2024-02-06,English,Ngec_Coder-Vers001-B1-Run-001
3998,3998,3998,20240207-4716-0Ed33B651120_Accuse,2024-02-07,Accuse,-3.0,Verbal Conflict,Election,Haryana; Punjab,India; Pakistan,State; Region,Haryana Court; Punjab Court,Punjab,Pakistan,Region,Punjab Govt,IND,"['[""[\'PB\']""]']",2024-02-07,English,Ngec_Coder-Vers001-B1-Run-001
3999,3999,3999,20240207-3661-25E6A64366Ce_Accuse,2024-02-07,Accuse,-3.0,Verbal Conflict,,B. S. Yediyurappa,India,Member Of The Legislature,Bs Yediyurappa,Congee,,Diet,Congress,IND,"['[""[\'KA\']""]']",2024-02-07,English,Ngec_Coder-Vers001-B1-Run-001
4000,4000,4000,20240207-3049-723Deb50F85A_Protest_Demo,2024-02-07,Protest,-5.0,Material Conflict,Disasters | Environment,Bharatiya Janata Party,India,Political Party,State Bjp Unit,Congee,,Diet,Congress Government,IND,"['[""[\'KA\']""]']",2024-02-07,English,Ngec_Coder-Vers001-B1-Run-001
4001,4001,4001,20240207-6848-6695676Ef4E4_Request,2024-02-07,Request,0.0,Verbal Conflict,Election,Sharad Pawar,India,Chairman Of The Council Of Ministers,Sharad Pawar,Ajit Pawar,India,Leader Of The Opposition,Ajit Pawar,IND,"['[""[\'DL\']""]']",2024-02-07,English,Ngec_Coder-Vers001-B1-Run-001
4002,4002,4002,20240207-0487-0Cc2114Cdcbf_Request,2024-02-07,Request,0.0,Verbal Conflict,Election,Sharad Pawar,India,Chairman Of The Council Of Ministers,Sharad Pawar,Ajit Pawar,India,Leader Of The Opposition,Ajit Pawar,IND,"['[""[\'DL\']""]']",2024-02-07,English,Ngec_Coder-Vers001-B1-Run-001
4003,4003,4003,20240207-5061-F11A1Aceea7A_Protest,2024-02-07,Protest,-5.0,Material Conflict,Election,Sharad Pawar,India,Chairman Of The Council Of Ministers,Workers Of Sharad Pawar Faction,Ajit Pawar,India,Leader Of The Opposition,Ajit Pawar,IND,"['[""[\'MH\']""]']",2024-02-07,English,Ngec_Coder-Vers001-B1-Run-001
4004,4004,4004,20240207-5061-F11A1Aceea7A_Accuse,2024-02-07,Accuse,-3.0,Verbal Conflict,Election,Sharad Pawar,India,Chairman Of The Council Of Ministers,Workers Of Sharad Pawar Faction,Ajit Pawar,India,Leader Of The Opposition,Ajit Pawar,IND,"['[""[\'MH\']""]']",2024-02-07,English,Ngec_Coder-Vers001-B1-Run-001
4005,4005,4005,20240207-9465-14408829Bc9B_Accuse,2024-02-07,Accuse,-3.0,Verbal Conflict,Election,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,Congee,,Diet,Congress,IND,"['[""[\'DL\']""]']",2024-02-07,English,Ngec_Coder-Vers001-B1-Run-001
4006,4006,4006,20240207-0602-0Ce40296A313_Accuse,2024-02-07,Accuse,-3.0,Verbal Conflict,,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,Congee,,Diet,Congress,IND,"['[""[\'DL\']""]']",2024-02-07,English,Ngec_Coder-Vers001-B1-Run-001
4007,4007,4007,20240207-3027-F167703Acfbd_Coerce,2024-02-07,Coerce,-7.0,Material Conflict,,Congee,,Diet,Congress,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'DL\']""]']",2024-02-07,English,Ngec_Coder-Vers001-B1-Run-001
4008,4008,4008,20240207-9088-5B5D8F4D8817_Threaten,2024-02-07,Threaten,-3.5,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2024-02-07,English,Ngec_Coder-Vers001-B1-Run-001
4009,4009,4009,20240207-2563-683E1F7Af091_Accuse,2024-02-07,Accuse,-3.0,Verbal Conflict,,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,Congee,,Diet,Congress,IND,"['[""[\'DL\']""]']",2024-02-07,English,Ngec_Coder-Vers001-B1-Run-001
4010,4010,4010,20240207-4026-295902Fd115A_Accuse,2024-02-07,Accuse,-3.0,Verbal Conflict,Election,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2024-02-07,English,Ngec_Coder-Vers001-B1-Run-001
4011,4011,4011,20240207-3027-F167703Acfbd_Accuse,2024-02-07,Accuse,-3.0,Verbal Conflict,,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,Congee,,Diet,Congress,IND,"['[""[\'DL\']""]']",2024-02-07,English,Ngec_Coder-Vers001-B1-Run-001
4012,4012,4012,20240207-1164-71F56F40F082_Accuse,2024-02-07,Accuse,-3.0,Verbal Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2024-02-07,English,Ngec_Coder-Vers001-B1-Run-001
4013,4013,4013,20240207-6851-Bb3Ae0Fef2B0_Coerce_Arrest,2024-02-07,Coerce,-7.0,Material Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Hemant Soren,,Chief Minister,Hemant Soren,IND,"['[""[\'JH\']""]']",2024-02-07,English,Ngec_Coder-Vers001-B1-Run-001
4014,4014,4014,20240208-6904-30F4Afc4Fda8_Accuse,2024-02-08,Accuse,-3.0,Verbal Conflict,Election,Samajwadi Party,India,Political Party,Samajwadi Party ( Sp ),Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'UP\']""]']",2024-02-08,English,Ngec_Coder-Vers001-B1-Run-001
4015,4015,4015,20240208-0900-30F4Afc4Fda8_Accuse,2024-02-08,Accuse,-3.0,Verbal Conflict,Election,Samajwadi Party,India,Political Party,Samajwadi Party,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'UP\']""]']",2024-02-08,English,Ngec_Coder-Vers001-B1-Run-001
4016,4016,4016,20240208-0580-25044C0E0218_Accuse,2024-02-08,Accuse,-3.0,Verbal Conflict,,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Narendra Modi,India,Prime Minister,Modi,IND,"['[""[\'OR\']""]']",2024-02-08,English,Ngec_Coder-Vers001-B1-Run-001
4017,4017,4017,20240208-8985-Bebcc7F4Cff7_Accuse,2024-02-08,Accuse,-3.0,Verbal Conflict,,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,Congee,,Diet,Congress,IND,"['[""[\'KA\']""]']",2024-02-08,English,Ngec_Coder-Vers001-B1-Run-001
4018,4018,4018,20240208-7222-1E0A2219Ea2B_Accuse,2024-02-08,Accuse,-3.0,Verbal Conflict,,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Narendra Modi,India,Prime Minister,Prime Minister Modi,IND,"['[""[\'OR\']""]']",2024-02-08,English,Ngec_Coder-Vers001-B1-Run-001
4019,4019,4019,20240208-0727-C1Ca6F6Af38F_Protest_Demo,2024-02-08,Protest,-5.0,Material Conflict,,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Congee,,Diet,Congress Government,IND,"['[""[\'KA\']""]']",2024-02-08,English,Ngec_Coder-Vers001-B1-Run-001
4020,4020,4020,20240208-6244-643A7E532Ae4_Accuse,2024-02-08,Accuse,-3.0,Verbal Conflict,Election,Ashok Gehlot,India,Chief Minister,Ashok Gehlot,Bharatiya Janata Party,India,Political Party,Bjp - Led State Government,IND,"['[""[\'RJ\']""]']",2024-02-08,English,Ngec_Coder-Vers001-B1-Run-001
4021,4021,4021,20240208-4261-97Bb72A54Ba7_Accuse,2024-02-08,Accuse,-3.0,Verbal Conflict,,Bhagwant Mann,India,Chief Minister,Bhagwant Mann,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2024-02-08,English,Ngec_Coder-Vers001-B1-Run-001
4022,4022,4022,20240208-5930-Bebcc7F4Cff7_Accuse,2024-02-08,Accuse,-3.0,Verbal Conflict,,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,Congee,,Diet,Congress,IND,"['[""[\'KA\']""]']",2024-02-08,English,Ngec_Coder-Vers001-B1-Run-001
4023,4023,4023,20240208-8525-2212Aebb1Df7_Protest_Demo,2024-02-08,Protest,-5.0,Material Conflict,,Bharatiya Janata Party,India,Political Party,Bjp,Congee,,Diet,Congress Government,IND,"['[""[\'KA\']""]']",2024-02-08,English,Ngec_Coder-Vers001-B1-Run-001
4024,4024,4024,20240208-6895-4Ce7770898Db_Sanction,2024-02-08,Sanction,-6.0,Material Conflict,,Akhilesh Yadav,India,Leader Of The Opposition,Akhilesh Yadav,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,IND,"['[""[\'UP\']""]']",2024-02-08,English,Ngec_Coder-Vers001-B1-Run-001
4025,4025,4025,20240208-2182-B7D411F0Dd0F_Accuse,2024-02-08,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2024-02-08,English,Ngec_Coder-Vers001-B1-Run-001
4026,4026,4026,20240208-6895-4Ce7770898Db_Concede,2024-02-08,Concede,4.5,Verbal Cooperation,,Akhilesh Yadav,India,Leader Of The Opposition,Akhilesh Yadav,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,IND,"['[""[\'UP\']""]']",2024-02-08,English,Ngec_Coder-Vers001-B1-Run-001
4027,4027,4027,20240209-8495-59B492078C34_Accuse,2024-02-09,Accuse,-3.0,Verbal Conflict,,Jitan Ram Manjhi,India,Hindu Rebel Leader,Jitan Ram Manjhi,Nitish Kumar,India,Chief Minister,Nitish Kumar,IND,"['[""[\'BR\']""]']",2024-02-09,English,Ngec_Coder-Vers001-B1-Run-001
4028,4028,4028,20240209-8586-41A3Cc5590C0_Accuse,2024-02-09,Accuse,-3.0,Verbal Conflict,,Congee,,Diet,Local Congress Leaders,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party Government,IND,"['[""[\'KA\']""]']",2024-02-09,English,Ngec_Coder-Vers001-B1-Run-001
4029,4029,4029,20240209-0325-41E766Af65F3_Accuse,2024-02-09,Accuse,-3.0,Verbal Conflict,,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,Lalu Prasad Yadav,India,Party President,Lalu Prasad Yadav,IND,"['[""[\'DL\']""]']",2024-02-09,English,Ngec_Coder-Vers001-B1-Run-001
4030,4030,4030,20240210-8656-B9A1F14436Ac_Accuse,2024-02-10,Accuse,-3.0,Verbal Conflict,Election,Ed,,Artist,Ed,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2024-02-10,English,Ngec_Coder-Vers001-B1-Run-001
4031,4031,4031,20240211-8174-B4B6Ec60B458_Accuse,2024-02-11,Accuse,-3.0,Verbal Conflict,,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'PB\']""]']",2024-02-11,English,Ngec_Coder-Vers001-B1-Run-001
4032,4032,4032,20240211-8174-B4B6Ec60B458_Threaten,2024-02-11,Threaten,-3.5,Verbal Conflict,,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'PB\']""]']",2024-02-11,English,Ngec_Coder-Vers001-B1-Run-001
4033,4033,4033,20240211-3754-5Bc6Dcc809Cc_Accuse,2024-02-11,Accuse,-3.0,Verbal Conflict,Election,Ashok Gehlot,India,Chief Minister,Ashok Gehlot,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party ( Bjp)-Led Central Government,IND,"['[""[\'RJ\']""]']",2024-02-11,English,Ngec_Coder-Vers001-B1-Run-001
4034,4034,4034,20240211-8174-B4B6Ec60B458_Coerce_Misinformation,2024-02-11,Coerce,-6.5,Material Conflict,,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'PB\']""]']",2024-02-11,English,Ngec_Coder-Vers001-B1-Run-001
4035,4035,4035,20240211-2579-967F5D8F959D_Mobilize,2024-02-11,Mobilize,-5.5,Material Conflict,,Bharatiya Janata Party,India,Political Party,Bjp,Nitish Kumar,India,Chief Minister,Nitish Kumar,IND,"['[""[\'BR\']""]']",2024-02-11,English,Ngec_Coder-Vers001-B1-Run-001
4036,4036,4036,20240211-8690-7676B65D4C7E_Mobilize,2024-02-11,Mobilize,-5.5,Material Conflict,,Bharatiya Janata Party,India,Political Party,Bjp,Nitish Kumar,India,Chief Minister,Nitish Kumar,IND,"['[""[\'BR\']""]']",2024-02-11,English,Ngec_Coder-Vers001-B1-Run-001
